length,gene.name,TSS,gene.body,condition,biotype,pausing_ratio,log2_pausing_ratio,baseMean_90min_0h,baseMean_8h_0h,promoter_type_NA,promoter_type_1,promoter_type_2,promoter_type_3,promoter_type_4,promoter_coordinate_1,promoter_coordinate_2,promoter_coordinate_3,promoter_coordinate_4
8804,ZIC5,0.6197707391,0.655744104,D8L4Y_0h,protein_coding,0.9451411538730358,-0.08139828747404697,16.409904556247614,18.203415421304225,no promoter information,NA,NA,NA,NA,NA,NA,NA,NA
4982,ZIC2,0.770671175,0.294102321,D8L4Y_0h,protein_coding,2.6204185413416035,1.389797261874471,7.391968737465163,8.76500897069396,NA,GC_box,NA,NA,NA,chr13:99981783-99981784,NA,NA,NA
441423,PCCA,1.166939398,0.145378267,D8L4Y_0h,protein_coding,8.02691779232724,3.0048461223200214,343.3153321643254,371.7327505973704,NA,GC_box,NA,NA,NA,chr13:100089116-100089117,NA,NA,NA
59365,GGACT,0.20837428,0.3177871687,D8L4Y_0h,protein_coding,0.6557038814764455,-0.6088836598847398,3.2969365175657033,3.8611768947469685,no promoter information,NA,NA,NA,NA,NA,NA,NA,NA
71469,TMTC4,1.368689008,0.1632723821,D8L4Y_0h,protein_coding,8.382856857944992,3.0674419948074982,62.26401641689872,63.7868825875157,NA,CCAAT,GC_box,Initiator,NA,chr13:100674794-100674795,chr13:100674794-100674795,chr13:100674794-100674795,NA
362733,NALCN,0.03782935,0.09920615853,D8L4Y_0h,protein_coding,0.3813205809048677,-1.3909236955618678,0.12069644079008064,0.11081709545449091,no promoter information,NA,NA,NA,NA,NA,NA,NA,NA
268264,ITGBL1,0.08526565455,0.102069133,D8L4Y_0h,protein_coding,0.8353715961318099,-0.2595100043151105,7.060783635533503,7.683771743057242,NA,Initiator,NA,NA,NA,chr13:101452674-101452675,NA,NA,NA
691654,FGF14,0.04490657143,0.09978159417,D8L4Y_0h,protein_coding,0.45004864678240886,-1.1518471408261428,0.1402699879634984,0.13580312729727242,NA,GC_box,NA,NA,NA,chr13:101916630-101916631,NA,NA,NA
83001,TPP2,1.975484141,0.1820815664,D8L4Y_0h,protein_coding,10.849446102963665,3.439549485492095,263.58998854402233,251.25285840752625,NA,CCAAT,GC_box,Initiator,NA,chr13:102597004-102597005,chr13:102597004-102597005,chr13:102597004-102597005,NA
9298,METTL21C,0.0486205875,0.183237149,D8L4Y_0h,protein_coding,0.265342414272119,-1.9140727899608172,0,0.011760232853814561,no promoter information,NA,NA,NA,NA,NA,NA,NA,NA
29706,CCDC168,0.0857754,0.1037020584,D8L4Y_0h,protein_coding,0.8271330513917745,-0.2738086770462354,2.1907370855271746,1.7563344216803458,no promoter information,NA,NA,NA,NA,NA,NA,NA,NA
7924,TEX30,2.537236844,0.1874091834,D8L4Y_0h,protein_coding,13.538487271376692,3.7589946426625653,14.856719765685986,14.109573639400919,no promoter information,NA,NA,NA,NA,NA,NA,NA,NA
14760,POGLUT2,0.794560027,0.1218549022,D8L4Y_0h,protein_coding,6.520542158376948,2.7049919240704163,6.480361779867096,5.837296382900114,no promoter information,NA,NA,NA,NA,NA,NA,NA,NA
15994,METTL21EP,0.2818697097,0.1408487135,D8L4Y_0h,protein_coding,2.0012231755315253,1.0008820649341585,2.817438921929064,2.799981389324163,no promoter information,NA,NA,NA,NA,NA,NA,NA,NA
22420,SLC10A2,0.1275616429,0.1095108704,D8L4Y_0h,protein_coding,1.1648308741777655,0.22012050020354726,0.004788051701133185,0,no promoter information,NA,NA,NA,NA,NA,NA,NA,NA
25168,DAOA,0.1334238111,0.1087579909,D8L4Y_0h,protein_coding,1.22679547494289,0.2948947503208533,0,0,no promoter information,NA,NA,NA,NA,NA,NA,NA,NA
45918,EFNB2,3.01049133,0.1919742243,D8L4Y_0h,protein_coding,15.681747593861745,3.9710144390667104,88.16838191284369,108.55046147347552,no promoter information,NA,NA,NA,NA,NA,NA,NA,NA
26465,ARGLU1,1.91888572,0.2420482936,D8L4Y_0h,protein_coding,7.927697780720897,2.9869019652279962,200.69304800213934,196.17070036256493,NA,GC_box,NA,NA,NA,chr13:106568136-106568137,NA,NA,NA
703987,NALF1,0.04994558,0.1000250923,D8L4Y_0h,protein_coding,0.49933050649131977,-1.001933044379429,0.19233253456132285,0.17657256992586248,no promoter information,NA,NA,NA,NA,NA,NA,NA,NA
10930,LIG4,1.4310712,0.3178859508,D8L4Y_0h,protein_coding,4.501838462500558,2.1705142901260275,15.221713155951766,15.024114561554265,NA,CCAAT,GC_box,Initiator,NA,chr13:108215535-108215536,chr13:108215535-108215536,chr13:108215535-108215536,NA
15852,ABHD13,1.721648356,0.1522194882,D8L4Y_0h,protein_coding,11.310301830327662,3.499565524949542,48.574355077515655,46.50908619367694,no promoter information,NA,NA,NA,NA,NA,NA,NA,NA
57245,TNFSF13B,0.103152475,0.1174986952,D8L4Y_0h,protein_coding,0.8779031530896523,-0.18786629893506465,12.92139929030972,11.707231957432334,no promoter information,NA,NA,NA,NA,NA,NA,NA,NA
611854,MYO16,0.0876677,0.1131006164,D8L4Y_0h,protein_coding,0.7751301698475977,-0.36748948821118593,6.8296729059672385,5.639716051864724,NA,Initiator,NA,NA,NA,chr13:108596169-108596170,NA,NA,NA
33889,IRS2,0.5621741356,0.1447378459,D8L4Y_0h,protein_coding,3.884085272268101,1.9575748744254566,46.23531748044149,49.99684105171212,NA,CCAAT,GC_box,NA,NA,chr13:109786582-109786583,chr13:109786582-109786583,NA,NA
207398,COL4A2,0.05035612222,0.1107819217,D8L4Y_0h,protein_coding,0.45455180274237833,-1.1374833751637474,0.5068509723284217,0.532504653370584,no promoter information,NA,NA,NA,NA,NA,NA,NA,NA
158240,COL4A1,0.04773075,0.1055916614,D8L4Y_0h,protein_coding,0.45203143285327646,-1.1455049982539203,0.9001632214799856,0.7599716007764733,NA,GC_box,NA,NA,NA,chr13:110307156-110307157,NA,NA,NA
38657,RAB20,1.277459246,0.1376688432,D8L4Y_0h,protein_coding,9.279218277037138,3.2140032713716526,35.97456562904939,37.68429929700536,NA,GC_box,NA,NA,NA,chr13:110561721-110561722,NA,NA,NA
24452,NAXD,1.467577829,0.2537594659,D8L4Y_0h,protein_coding,5.783342204772508,2.5319034700138032,53.31029369915555,51.991013318665075,no promoter information,NA,NA,NA,NA,NA,NA,NA,NA
10604,ING1,1.166729263,2.470063877,D8L4Y_0h,protein_coding,0.4723478100562498,-1.0820785254370608,20.741721448670308,23.420766597625942,NA,CCAAT,GC_box,NA,NA,chr13:110713260-110713261,chr13:110713260-110713261,NA,NA
72192,CARS2,2.539526667,0.4625370433,D8L4Y_0h,protein_coding,5.49042872086868,2.4569188066662093,118.87488416186848,116.24655283735906,NA,GC_box,Initiator,NA,NA,chr13:110706115-110706116,chr13:110706115-110706116,NA,NA
36530,ANKRD10,2.148386456,0.7894301209,D8L4Y_0h,protein_coding,2.721439680501048,1.444370059724073,408.75555676713606,435.29200333676255,NA,GC_box,NA,NA,NA,chr13:110915017-110915018,NA,NA,NA
191179,ARHGEF7,0.06822421,0.2378899547,D8L4Y_0h,protein_coding,0.2867889486381915,-1.8019386637766484,442.11524219820075,439.5484534247887,no promoter information,NA,NA,NA,NA,NA,NA,NA,NA
28066,TEX29,0.1898373864,0.1601179303,D8L4Y_0h,protein_coding,1.1856097942580015,0.24562927083084773,8.182580420068506,7.4209758493310325,NA,Initiator,NA,NA,NA,chr13:111320641-111320642,NA,NA,NA
4558,SOX1,0.0251329,0.09645035341,D8L4Y_0h,protein_coding,0.2605786201027462,-1.9402093760506802,0,0,no promoter information,NA,NA,NA,NA,NA,NA,NA,NA
58335,SPACA7,0.1503012357,0.1128487897,D8L4Y_0h,protein_coding,1.3318816807833254,0.4134659246546607,0,0.006290482798896598,NA,GC_box,Initiator,NA,NA,chr13:112376355-112376356,chr13:112376355-112376356,NA,NA
103195,TUBGCP3,2.390071405,0.1925014136,D8L4Y_0h,protein_coding,12.4158641762826,3.6341127752058284,194.7749018565007,183.3161443239885,no promoter information,NA,NA,NA,NA,NA,NA,NA,NA
197131,ATP11A,1.161413415,0.2228187656,D8L4Y_0h,protein_coding,5.212368051104579,2.381938957804012,225.72635797339754,242.3032217986288,no promoter information,NA,NA,NA,NA,NA,NA,NA,NA
205365,MCF2L,0.76612175,0.1263044182,D8L4Y_0h,protein_coding,6.065676568707714,2.6006685732734116,36.07587050934109,42.261963719923706,NA,GC_box,Initiator,NA,NA,chr13:112979365-112979366,chr13:112979365-112979366,NA,NA
14898,F7,0.1422285312,0.1081953017,D8L4Y_0h,protein_coding,1.3145536725279081,0.39457304763039586,0.01710631226643763,0.018198376992211725,NA,CCAAT,Initiator,NA,NA,chr13:113105790-113105791,chr13:113105790-113105791,NA,NA
26731,F10,0.1843256826,0.1178502806,D8L4Y_0h,protein_coding,1.5640665568343162,0.6453019059775842,0.12733206886654372,0.21347920590035033,NA,GC_box,Initiator,NA,NA,chr13:113122809-113122810,chr13:113122809-113122810,NA,NA
13739,PROZ,0.1021463917,0.2692630867,D8L4Y_0h,protein_coding,0.3793553470394797,-1.398378222136783,0,0.009122134472399849,NA,GC_box,NA,NA,NA,chr13:113158556-113158557,NA,NA,NA
58916,CUL4A,0.9597850104,0.3531883806,D8L4Y_0h,protein_coding,2.717487502758464,1.4422734005700282,130.59461017694068,131.90455084482798,NA,GC_box,NA,NA,NA,chr13:113209612-113209613,NA,NA,NA
31180,PCID2,2.132298774,0.2224856627,D8L4Y_0h,protein_coding,9.583982842414413,3.2606253253652424,90.30809923796232,90.77912359178372,no promoter information,NA,NA,NA,NA,NA,NA,NA,NA
26434,LAMP1,0.6640665758,0.3023259504,D8L4Y_0h,protein_coding,2.196525223591921,1.1352230665793368,43.844700672205754,41.17489802253452,no promoter information,NA,NA,NA,NA,NA,NA,NA,NA
39986,GRTP1,0.4656893409,0.2910225272,D8L4Y_0h,protein_coding,1.6001831383312928,0.6782370286391487,32.66963802726851,31.311179133965094,NA,GC_box,NA,NA,NA,chr13:113364129-113364130,NA,NA,NA
53878,ADPRHL1,0.3290513103,0.3787866492,D8L4Y_0h,protein_coding,0.8686982790839082,-0.20307291537872205,11.54674253297073,10.475562355571975,NA,Initiator,NA,NA,NA,chr13:113490708-113490709,NA,NA,NA
35133,DCUN1D2,1.943771429,0.2119096201,D8L4Y_0h,protein_coding,9.172643639692883,3.197337591640625,71.30449468526709,67.11952882672308,NA,GC_box,NA,NA,NA,chr13:113490943-113490944,NA,NA,NA
63570,TMCO3,1.664382109,0.2155944902,D8L4Y_0h,protein_coding,7.719965883432396,2.9485944718571315,74.21839646768949,75.17873305793626,NA,GC_box,NA,NA,NA,chr13:113491062-113491063,NA,NA,NA
56753,TFDP1,0.6920958462,0.2606660816,D8L4Y_0h,protein_coding,2.655105113606772,1.408768977367428,101.29643510774655,95.09403060089245,NA,Initiator,NA,NA,NA,chr13:113584752-113584753,NA,NA,NA
9395,ATP4B,0.1153960077,0.1579848964,D8L4Y_0h,protein_coding,0.7304243021296813,-0.4531933284990808,0.004788051701133185,0,NA,Initiator,TATA,NA,NA,chr13:113658197-113658198,chr13:113658197-113658198,NA,NA
70518,GRK1,0.060341725,0.1022074354,D8L4Y_0h,protein_coding,0.590384885051132,-0.7602723086870771,0.10034224961897477,0.027419643389168902,no promoter information,NA,NA,NA,NA,NA,NA,NA,NA
57770,TMEM255B,0.5184065357,0.238726399,D8L4Y_0h,protein_coding,2.1715509381096973,1.1187257945124316,3.5158320585572227,3.264496669262508,no promoter information,NA,NA,NA,NA,NA,NA,NA,NA
43528,GAS6,0.220936425,0.686680296,D8L4Y_0h,protein_coding,0.3217456890593523,-1.6360072764005438,30.428127978142555,33.20406978849055,NA,Initiator,NA,NA,NA,chr13:113864075-113864076,NA,NA,NA
20372,C13orf46,0.1352347211,0.1631113144,D8L4Y_0h,protein_coding,0.8290946682482254,-0.27039125297989464,3.201004063075732,3.387030047247556,no promoter information,NA,NA,NA,NA,NA,NA,NA,NA
154841,RASA3,1.05745475,0.1940319063,D8L4Y_0h,protein_coding,5.449901359856917,2.446230118158721,29.852040342958517,32.62769543417579,NA,CCAAT,GC_box,NA,NA,chr13:114132612-114132613,chr13:114132612-114132613,NA,NA
68395,CFAP97D2,0.07011831111,0.109967961,D8L4Y_0h,protein_coding,0.6376249088586811,-0.6492201054821812,0.027988347705460433,0.03651179767741163,no promoter information,NA,NA,NA,NA,NA,NA,NA,NA
37837,CDC16,2.629296685,0.2356355704,D8L4Y_0h,protein_coding,11.158318247693558,3.480047699245972,101.17078426707182,103.53081847384185,NA,Initiator,NA,NA,NA,chr13:114234896-114234897,NA,NA,NA
24217,UPF3A,1.913476409,0.2346218976,D8L4Y_0h,protein_coding,8.155574686648515,3.0277865407465776,25.265237505721,25.00546440623908,no promoter information,NA,NA,NA,NA,NA,NA,NA,NA
23145,CHAMP1,2.749473483,0.3764573653,D8L4Y_0h,protein_coding,7.303545464727291,2.8685969821637474,82.82631910868126,86.28999464792925,NA,CCAAT,Initiator,NA,NA,chr13:114314530-114314531,chr13:114314530-114314531,NA,NA
8791,OR4K2,0.04428021667,0.1391141468,D8L4Y_0h,protein_coding,0.3183013208114647,-1.6515349513467783,0,0,no promoter information,NA,NA,NA,NA,NA,NA,NA,NA
5841,OR4K1,0.09891327,0.1270572393,D8L4Y_0h,protein_coding,0.7784937760724665,-0.36124258964249906,0,0,no promoter information,NA,NA,NA,NA,NA,NA,NA,NA
4848,OR4Q2,0.1527873813,0.08488935657,D8L4Y_0h,protein_coding,1.7998414344678308,0.8478698111196489,0,0,no promoter information,NA,NA,NA,NA,NA,NA,NA,NA
5165,OR4K14,0.1421978684,0.1104275428,D8L4Y_0h,protein_coding,1.287702911741327,0.3647997850704446,0,0,no promoter information,NA,NA,NA,NA,NA,NA,NA,NA
6640,OR4K13,0.0754634125,0.07256744222,D8L4Y_0h,protein_coding,1.0399072943927166,0.05645492078819362,0,0,no promoter information,NA,NA,NA,NA,NA,NA,NA,NA
11461,OR4K17,0.11038522,0.1081084113,D8L4Y_0h,protein_coding,1.0210604214105217,0.030068240446990475,0.006058709772542561,0.006058709772542561,no promoter information,NA,NA,NA,NA,NA,NA,NA,NA
6652,OR4N5,0.1041385071,0.08657316875,D8L4Y_0h,protein_coding,1.202895869512689,0.26651175885659895,0,0,no promoter information,NA,NA,NA,NA,NA,NA,NA,NA
10180,OR11G2,0.11026745,0.08602450194,D8L4Y_0h,protein_coding,1.2818144541761936,0.35818744338174147,0,0,no promoter information,NA,NA,NA,NA,NA,NA,NA,NA
5064,OR11H4,0.1214214,0.1349177957,D8L4Y_0h,protein_coding,0.899965785610593,-0.15205793996527278,0,0,no promoter information,NA,NA,NA,NA,NA,NA,NA,NA
49403,TTC5,1.14951967,0.1377335144,D8L4Y_0h,protein_coding,8.345969207331866,3.0610795977506533,38.03252005778257,36.66812394823374,no promoter information,NA,NA,NA,NA,NA,NA,NA,NA
21945,CCNB1IP1,1.030115256,0.2944780581,D8L4Y_0h,protein_coding,3.4981053007697755,1.8065737182509365,158.94373787586684,159.1786958040347,no promoter information,NA,NA,NA,NA,NA,NA,NA,NA
14290,PARP2,1.662431272,0.228174763,D8L4Y_0h,protein_coding,7.285780645250413,2.865083560168085,46.483739402459186,42.66447424455571,no promoter information,NA,NA,NA,NA,NA,NA,NA,NA
47835,TEP1,2.742438548,0.1606875172,D8L4Y_0h,protein_coding,17.06690473402871,4.0931295287786185,49.00265569543469,51.41233778035134,no promoter information,NA,NA,NA,NA,NA,NA,NA,NA
10315,KLHL33,0.1274009235,0.1275715915,D8L4Y_0h,protein_coding,0.9986621786402972,-0.0019313604371114267,0.02977017672499214,0.019758696215387322,no promoter information,NA,NA,NA,NA,NA,NA,NA,NA
8689,OSGEP,1.182112687,0.1633077148,D8L4Y_0h,protein_coding,7.238559969121557,2.8557027177444443,16.675327022992608,16.152021420982788,NA,Initiator,NA,NA,NA,chr14:20454811-20454812,NA,NA,NA
2582,APEX1,1.73312296,0.8063120605,D8L4Y_0h,protein_coding,2.1494444209668373,1.1039638064681412,17.5170248308909,17.80221860550354,NA,CCAAT,NA,NA,NA,chr14:20455225-20455226,NA,NA,NA
3785,PIP4P1,1.802293437,0.7338091919,D8L4Y_0h,protein_coding,2.456079123693517,1.296357038526299,11.349671121521014,11.646045743798618,no promoter information,NA,NA,NA,NA,NA,NA,NA,NA
15103,PNP,1.243908271,1.060794238,D8L4Y_0h,protein_coding,1.1726197470163862,0.22973525715892323,30.693298151063185,29.634042007059318,NA,TATA,NA,NA,NA,chr14:20469405-20469406,NA,NA,NA
8348,RNASE10,0.05106496667,0.1136330989,D8L4Y_0h,protein_coding,0.44938461737225405,-1.1539773535929265,0,0,no promoter information,NA,NA,NA,NA,NA,NA,NA,NA
4955,RNASE9,0.09332265833,0.1076245984,D8L4Y_0h,protein_coding,0.8671127206733439,-0.20570854551643092,0.017419038769624643,0.009726054136477707,no promoter information,NA,NA,NA,NA,NA,NA,NA,NA
2494,EDDM3A,0.04071325714,0.128771553,D8L4Y_0h,protein_coding,0.3161665460383164,-1.661243372409161,0,0,no promoter information,NA,NA,NA,NA,NA,NA,NA,NA
2545,EDDM3B,0.08114991818,0.1428382128,D8L4Y_0h,protein_coding,0.5681247096925313,-0.8157204427867826,0,0,NA,GC_box,Initiator,NA,NA,chr14:20768403-20768404,chr14:20768403-20768404,NA,NA
1200,RNASE6,0.06535247778,0.0925544,D8L4Y_0h,protein_coding,0.7060980113317141,-0.50205964135114,0,0,no promoter information,NA,NA,NA,NA,NA,NA,NA,NA
1628,RNASE1,0.1846543158,0.2311074829,D8L4Y_0h,protein_coding,0.798997563743532,-0.32373699070843215,0.9642048405882737,0.8736324023798047,NA,GC_box,TATA,NA,NA,chr14:20802843-20802844,chr14:20802843-20802844,NA,NA
7063,METTL17,1.490430661,0.1841462882,D8L4Y_0h,protein_coding,8.093731758422704,3.0168050361575642,21.41709429417418,19.99679501062614,NA,CCAAT,NA,NA,NA,chr14:20989979-20989980,NA,NA,NA
2617,SLC39A2,0.1943978,0.07918978333,D8L4Y_0h,protein_coding,2.454834346368959,1.295625673934942,0.054871596970055815,0.05601249941733633,NA,GC_box,Initiator,NA,NA,chr14:20999292-20999293,chr14:20999292-20999293,NA,NA
12168,TPPP2,0.1767190556,0.2832683064,D8L4Y_0h,protein_coding,0.623857493434006,-0.6807115802163954,0,0,no promoter information,NA,NA,NA,NA,NA,NA,NA,NA
1919,RNASE7,0.063798025,0.1076683444,D8L4Y_0h,protein_coding,0.5925420824061635,-0.7550104768718406,0.012117419545085122,0.036868984368682196,NA,Initiator,NA,NA,NA,chr14:21042361-21042362,NA,NA,NA
19976,ARHGEF40,0.6492326515,0.1951338471,D8L4Y_0h,protein_coding,3.327114496785832,1.7342715148840877,6.953045357728819,6.695627918289332,NA,GC_box,Initiator,NA,NA,chr14:21070303-21070304,chr14:21070303-21070304,NA,NA
4914,TMEM253,0.8974509512,0.3639579164,D8L4Y_0h,protein_coding,2.4658096740329616,1.3020614481894621,0.3918369886451946,0.4953635381572015,no promoter information,NA,NA,NA,NA,NA,NA,NA,NA
14646,ZNF219,0.7460186707,0.39525012,D8L4Y_0h,protein_coding,1.8874596943828887,0.9164458368431269,7.502041666072692,7.611278614032831,NA,GC_box,NA,NA,NA,chr14:21098648-21098649,NA,NA,NA
10691,OR5AU1,0.1110575875,0.1020407244,D8L4Y_0h,protein_coding,1.0883653379865657,0.1221629158060894,0.004498390549366964,0.016258623403181526,no promoter information,NA,NA,NA,NA,NA,NA,NA,NA
60359,HNRNPC,3.103187112,0.5647902108,D8L4Y_0h,protein_coding,5.494406688820748,2.457963700772328,966.9386246134178,956.9411435256034,NA,CCAAT,GC_box,NA,NA,chr14:21269426-21269427,chr14:21269426-21269427,NA,NA
71219,RPGRIP1,0.1027934467,0.2506256556,D8L4Y_0h,protein_coding,0.410147342872427,-1.2857858128531883,0.22236594727787276,0.21257397697932653,no promoter information,NA,NA,NA,NA,NA,NA,NA,NA
32544,SUPT16H,1.632369113,0.2802820748,D8L4Y_0h,protein_coding,5.824022510768141,2.542015931791898,144.77173687165336,136.96876695449393,no promoter information,NA,NA,NA,NA,NA,NA,NA,NA
70933,CHD8,1.432001708,0.2656566692,D8L4Y_0h,protein_coding,5.3904225793101235,2.4303983767213353,179.21725984699978,173.19210275190744,NA,CCAAT,GC_box,NA,NA,chr14:21437244-21437245,chr14:21437244-21437245,NA,NA
22579,TOX4,1.008255538,0.3053302519,D8L4Y_0h,protein_coding,3.302180284219652,1.723418887074157,43.16928690364946,42.849442371681086,no promoter information,NA,NA,NA,NA,NA,NA,NA,NA
17941,RAB2B,1.1862623,0.1468887851,D8L4Y_0h,protein_coding,8.075921515671928,3.0136268901764325,27.54632317687955,27.417553423080417,NA,GC_box,NA,NA,NA,chr14:21476886-21476887,NA,NA,NA
13210,METTL3,1.548377557,0.3641429327,D8L4Y_0h,protein_coding,4.252114809751463,2.0881805510606757,45.55689626401266,41.14220700200534,NA,Initiator,NA,NA,NA,chr14:21511339-21511340,NA,NA,NA
16137,SALL2,0.08864846364,0.1123406931,D8L4Y_0h,protein_coding,0.7891037627931459,-0.34171307573299636,0.006048375384474167,0.009122134472399849,NA,TATA,NA,NA,NA,chr14:21537224-21537225,NA,NA,NA
11557,OR10G3,0.1018432583,0.09542994791,D8L4Y_0h,protein_coding,1.067204379028357,0.09383649141543271,0.006048375384474167,0.0032420180454925686,no promoter information,NA,NA,NA,NA,NA,NA,NA,NA
1105,OR10G2,0.08628193333,0.1494893182,D8L4Y_0h,protein_coding,0.5771779172513478,-0.792911991318501,0,0,no promoter information,NA,NA,NA,NA,NA,NA,NA,NA
13808,OR4E2,0.1443622737,0.1049226449,D8L4Y_0h,protein_coding,1.3758924380679618,0.4603676901479829,0,0,no promoter information,NA,NA,NA,NA,NA,NA,NA,NA
5933,OR4E1,0.08412484615,0.08539355972,D8L4Y_0h,protein_coding,0.9851427487721554,-0.021595306334360208,0,0,no promoter information,NA,NA,NA,NA,NA,NA,NA,NA
24318,DAD1,1.316030947,0.2001454975,D8L4Y_0h,protein_coding,6.575371234618956,2.717072348887762,62.16241367857634,62.56853328456282,no promoter information,NA,NA,NA,NA,NA,NA,NA,NA
14674,ABHD4,0.7924061389,0.1769942353,D8L4Y_0h,protein_coding,4.477016652869485,2.1625376845509368,14.032221433571104,12.997857144020143,NA,GC_box,NA,NA,NA,chr14:22598299-22598300,NA,NA,NA
13424,OR6J1,0.1220305917,0.1042836807,D8L4Y_0h,protein_coding,1.1701791774213814,0.2267294516767705,0.20302874252673433,0.13910606129383227,no promoter information,NA,NA,NA,NA,NA,NA,NA,NA
6521,OXA1L,1.859264483,0.272739675,D8L4Y_0h,protein_coding,6.816993101572039,2.7691355231146346,28.240944767591177,26.934411712327176,no promoter information,NA,NA,NA,NA,NA,NA,NA,NA
56599,SLC7A7,0.6528703226,0.2272524758,D8L4Y_0h,protein_coding,2.8728854121465197,1.522500450710743,0.7248420551029909,0.6407674905605625,NA,Initiator,NA,NA,NA,chr14:22819790-22819791,NA,NA,NA
5159,MRPL52,0.9200861957,0.2811784037,D8L4Y_0h,protein_coding,3.2722505839448295,1.710283231889686,17.659267893672887,16.906493077955602,no promoter information,NA,NA,NA,NA,NA,NA,NA,NA
12482,MMP14,0.9009834412,0.20440295520000001,D8L4Y_0h,protein_coding,4.407878742841189,2.140084537087869,1.7362146874221474,1.5792777687968365,NA,GC_box,Initiator,NA,NA,chr14:22836584-22836585,chr14:22836584-22836585,NA,NA
9974,LRP10,1.697470148,0.4804528712,D8L4Y_0h,protein_coding,3.5330627617237975,1.8209193776529753,5.57069526839945,6.613840550607976,no promoter information,NA,NA,NA,NA,NA,NA,NA,NA
4457,REM2,0.5337186897,1.103010174,D8L4Y_0h,protein_coding,0.483874675212198,-1.047294660739517,0.7667135263497663,0.8988549077198008,NA,GC_box,NA,NA,NA,chr14:22876691-22876692,NA,NA,NA
25979,RBM23,2.257723873,0.2991955312,D8L4Y_0h,protein_coding,7.545981264976863,2.915708518255825,41.21138718665687,41.955309965274445,NA,CCAAT,GC_box,Initiator,NA,chr14:22919148-22919149,chr14:22919148-22919149,chr14:22919148-22919149,NA
8884,PRMT5,2.469175042,0.2408478288,D8L4Y_0h,protein_coding,10.25201287594086,3.357835290572951,24.53365521249759,23.263028616187196,NA,GC_box,Initiator,NA,NA,chr14:22929375-22929376,chr14:22929375-22929376,NA,NA
24273,C14orf93,0.5692991071,0.438144035,D8L4Y_0h,protein_coding,1.2993423660326677,0.3777816191603624,12.446286858411147,12.674939882747656,NA,GC_box,NA,NA,NA,chr14:23010142-23010143,NA,NA,NA
5928,CIROP,0.1352190278,0.4094480752,D8L4Y_0h,protein_coding,0.3302470715827656,-1.5983823262441863,0,0.030221314878515038,no promoter information,NA,NA,NA,NA,NA,NA,NA,NA
3221,CEBPE,0.1058254375,0.1015607679,D8L4Y_0h,protein_coding,1.041991309126366,0.05934324466768671,0,0,NA,GC_box,Initiator,NA,NA,chr14:23119625-23119626,chr14:23119625-23119626,NA,NA
58380,SLC7A8,1.224985775,0.1171856903,D8L4Y_0h,protein_coding,10.453373375742276,3.3858966799784627,4.021055681834823,4.051847228564779,NA,TATA,NA,NA,NA,chr14:23183659-23183660,NA,NA,NA
88162,RNF212B,0.1080449933,0.1449029731,D8L4Y_0h,protein_coding,0.7456368284827138,-0.4234549755641619,0.21241759965030127,0.23604759059416525,no promoter information,NA,NA,NA,NA,NA,NA,NA,NA
6599,SLC22A17,0.660586,0.127517821,D8L4Y_0h,protein_coding,5.180342596977092,2.3730475123164068,1.0250190384473734,0.9949251270365181,no promoter information,NA,NA,NA,NA,NA,NA,NA,NA
9350,EFS,0.08984303333,0.09625789559,D8L4Y_0h,protein_coding,0.9333575472361935,-0.0994982455247292,0,0.006290482798896598,NA,GC_box,NA,NA,NA,chr14:23366283-23366284,NA,NA,NA
3595,IL25,0.058431325,0.08025955,D8L4Y_0h,protein_coding,0.7280295615911129,-0.4579310627394612,0,0,no promoter information,NA,NA,NA,NA,NA,NA,NA,NA
3000,CMTM5,0.1603518333,0.1046408595,D8L4Y_0h,protein_coding,1.5324017221016806,0.6157945521653196,0,0,NA,GC_box,Initiator,NA,NA,chr14:23377045-23377046,chr14:23377045-23377046,NA,NA
26292,MYH6,0.08949573333,0.1096005001,D8L4Y_0h,protein_coding,0.8165631840032087,-0.29236357196469387,0,0,no promoter information,NA,NA,NA,NA,NA,NA,NA,NA
22921,MYH7,0.07656273077,0.09196450613,D8L4Y_0h,protein_coding,0.8325247858317402,-0.2644348703139933,0,0.006290482798896598,NA,Initiator,TATA,NA,NA,chr14:23435659-23435660,chr14:23435659-23435660,NA,NA
40184,NGDN,1.520438087,0.1779041949,D8L4Y_0h,protein_coding,8.546386935140223,3.0953146360888724,74.70830867176211,72.94891767242251,NA,CCAAT,GC_box,NA,NA,chr14:23469702-23469703,chr14:23469702-23469703,NA,NA
35336,ZFHX2,1.629567241,0.2674300253,D8L4Y_0h,protein_coding,6.093434120465605,2.607255527345567,5.180768044489433,6.068068894553854,no promoter information,NA,NA,NA,NA,NA,NA,NA,NA
4284,THTPA,1.824298915,0.5985527204,D8L4Y_0h,protein_coding,3.0478500102394657,1.6077919071592985,0,0,no promoter information,NA,NA,NA,NA,NA,NA,NA,NA
15525,DHRS2,0.1848083333,0.138726813,D8L4Y_0h,protein_coding,1.3321745760857346,0.4137831541432637,3.4904760868034685,3.0304434049518867,NA,CCAAT,Initiator,TATA,NA,chr14:23636363-23636364,chr14:23636363-23636364,chr14:23636363-23636364,NA
15546,DHRS4,2.255727097,0.1941481003,D8L4Y_0h,protein_coding,11.618589589671098,3.538363041815137,12.573950649933616,12.588272514232644,NA,Initiator,NA,NA,NA,chr14:23953769-23953770,NA,NA,NA
