,EXPERIMENT,WELL,CELL,DRUG,DRUG_TIME_MINUTES,SIRNA,PRIMARY,SECONDARY,TIME_IN_AUXIN,TotalNumberCells,RFP_561_Intensity,RFP_Intensity_BGS,RFP_Intensity_FC,GFP_488_Intensity,GFP_Intensity_BGS,GFP_Intensity_FC
116,250825_mACmChPOLR2A_ARMC5,H19,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,120,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,0.0,1573,231.90649662738102,80.64919158064535,1.006002198972616,576.180122512351,318.8048721921091,1.0230264176742618
117,250825_mACmChPOLR2A_ARMC5,H20,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,60,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,0.0,1541,229.7985875767935,78.54128253005783,0.979708554875702,582.776562225513,325.4013119052711,1.0441940116409372
118,250825_mACmChPOLR2A_ARMC5,H21,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,30,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,0.0,1639,227.68707682232557,76.4297717755899,0.9533699838309447,572.9133282595982,315.5380779393563,1.0125434636381683
121,250825_mACmChPOLR2A_ARMC5,I04,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,0.0,2032,275.5324361677145,124.27513112097881,1.550183612941734,1054.3434838795613,796.9682335593194,2.557425021055106
122,250825_mACmChPOLR2A_ARMC5,I05,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,480,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,0.0,1175,279.78369792022363,128.52639287348796,1.6032130182911453,1105.5637480565497,848.1884977363078,2.7217878898312713
123,250825_mACmChPOLR2A_ARMC5,I06,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,240,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,0.0,1677,272.8436834658713,121.58637841913566,1.516644639053285,1061.5806843467526,804.2054340265107,2.580648779265049
124,250825_mACmChPOLR2A_ARMC5,I07,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,120,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,0.0,1274,281.87939602111396,130.6220909743783,1.6293543453963306,1094.141079843663,836.7658295234211,2.685133207417668
125,250825_mACmChPOLR2A_ARMC5,I08,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,60,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,0.0,1327,273.00757864120186,121.7502735944662,1.5186890353274702,1052.7633650664502,795.3881147462083,2.5523545110664676
126,250825_mACmChPOLR2A_ARMC5,I09,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,30,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,0.0,1700,272.6535224178034,121.39621737106773,1.514272607433799,1019.2379055107575,761.8626551905156,2.4447732481004603
127,250825_mACmChPOLR2A_ARMC5,I10,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,0.0,1722,266.79922387282636,115.5419188260907,1.441247235520431,1002.0882749918432,744.7130246716013,2.389741074490422
128,250825_mACmChPOLR2A_ARMC5,I11,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,480,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,0.0,1204,276.39979610350196,125.14249105676629,1.5610028906753541,1068.946770830525,811.5715205102832,2.604286125256523
129,250825_mACmChPOLR2A_ARMC5,I12,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,240,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,0.0,1474,270.13986479531115,118.88255974857549,1.4829177352257763,1013.263470857573,755.8882205373311,2.425601632438347
130,250825_mACmChPOLR2A_ARMC5,I13,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,120,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,0.0,1346,279.4901024191555,128.23279737241984,1.5995507655903523,1099.6457243540303,842.2704740337884,2.7027972936510114
131,250825_mACmChPOLR2A_ARMC5,I14,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,60,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,0.0,1406,275.8736599004249,124.61635485368924,1.5544399708632524,423.41191324651425,166.03666292627236,0.5328020594794963
132,250825_mACmChPOLR2A_ARMC5,I15,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,30,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,0.0,1169,273.5492447640387,122.29193971730302,1.52544567231295,1053.4910464805578,796.1157961603159,2.554689598686565
133,250825_mACmChPOLR2A_ARMC5,I16,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,0.0,1204,272.39367209159263,121.13636704485697,1.5110312854261212,1041.715295259059,784.3400449388172,2.516901893295746
134,250825_mACmChPOLR2A_ARMC5,I17,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,480,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,0.0,1414,267.05414998385305,115.79684493711738,1.444427133833633,976.4370255212303,719.0617752009884,2.3074276967984506
135,250825_mACmChPOLR2A_ARMC5,I18,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,240,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,0.0,1561,274.56816015098605,123.31085510425038,1.5381554230214998,627.5068017346491,370.1315514144072,1.1877307661832848
136,250825_mACmChPOLR2A_ARMC5,I19,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,120,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,0.0,1189,277.82123749991393,126.56393245317827,1.578733671883139,1087.2845217725985,829.9092714523566,2.663130908667385
137,250825_mACmChPOLR2A_ARMC5,I20,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,60,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,0.0,1882,271.7180379634491,120.46073291671343,1.5026035578160595,1044.4242798686505,787.0490295484086,2.5255948684113054
138,250825_mACmChPOLR2A_ARMC5,I21,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,30,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,0.0,1291,260.3914734346735,109.13416838793785,1.3613182132337835,926.4028240474953,669.0275737272534,2.146870834718805
141,250825_mACmChPOLR2A_ARMC5,J04,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,24.0,973,260.92209875689383,109.66479371015816,1.367937129437679,277.919287903908,20.544037583666125,0.06592462978771113
142,250825_mACmChPOLR2A_ARMC5,J05,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,480,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,8.0,1124,261.27614327023093,110.01883822349527,1.3723534112623412,286.42431610494447,29.049065784702577,0.09321677395381982
143,250825_mACmChPOLR2A_ARMC5,J06,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,240,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,4.0,1688,252.1376616235557,100.88035657682002,1.2583617834276928,290.4843361496282,33.10908582938629,0.10624514373198182
144,250825_mACmChPOLR2A_ARMC5,J07,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,120,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,2.0,1057,245.85657233100932,94.59926728427365,1.1800127074307374,298.1435085585275,40.768258238285625,0.13082298552576785
145,250825_mACmChPOLR2A_ARMC5,J08,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,60,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,1.0,1425,233.72511741321787,82.4678123664822,1.028687317989832,326.0797887461757,68.70453842593383,0.22046889478368037
146,250825_mACmChPOLR2A_ARMC5,J09,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,30,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,0.5,1301,228.98657935533663,77.72927430860096,0.9695797235711426,388.0754845667489,130.70023424650702,0.41940950121307613
147,250825_mACmChPOLR2A_ARMC5,J10,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,24.0,1271,254.4037645848882,103.14645953815253,1.2866287073424758,271.89698189259997,14.521731572358078,0.04659939770288248
148,250825_mACmChPOLR2A_ARMC5,J11,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,480,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,8.0,1708,248.70291951286674,97.44561446613108,1.2155174839556797,276.2395297451121,18.864279424870233,0.06053438289488272
149,250825_mACmChPOLR2A_ARMC5,J12,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,240,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,4.0,1325,248.72560746059014,97.46830241385447,1.2158004889660534,280.10142967681594,22.72617935657405,0.07292699667578724
150,250825_mACmChPOLR2A_ARMC5,J13,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,120,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,2.0,1340,243.78252205360891,92.52521700687325,1.1541414110302253,291.6624944706582,34.28724415041631,0.11002578572257904
151,250825_mACmChPOLR2A_ARMC5,J14,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,60,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,1.0,1297,232.3991049598735,81.14179991313785,1.0121468987024842,324.7002093648935,67.32495904465162,0.21604190424672284
152,250825_mACmChPOLR2A_ARMC5,J15,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,30,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,0.5,1173,234.10613664279558,82.84883159605991,1.0334400771346366,382.00797332643054,124.63272300618866,0.39993920815983575
153,250825_mACmChPOLR2A_ARMC5,J16,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,24.0,1265,256.85425239364434,105.59694734690868,1.3171956116827281,270.3466361838421,12.971385863600233,0.041624427886136815
154,250825_mACmChPOLR2A_ARMC5,J17,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,480,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,8.0,1303,255.10122402660022,103.84391897986455,1.2953286796336414,277.6868429769663,20.31159265672443,0.06517872744537671
155,250825_mACmChPOLR2A_ARMC5,J18,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,240,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,4.0,1414,256.11755577280354,104.86025072606787,1.3080062025142498,284.15430679595454,26.77905647571265,0.08593244521851803
156,250825_mACmChPOLR2A_ARMC5,J19,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,120,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,2.0,1264,238.99028827040596,87.73298322367029,1.0943640266646018,283.0102157253936,25.634965405151718,0.08226112306662894
157,250825_mACmChPOLR2A_ARMC5,J20,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,60,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,1.0,1146,234.91976255303715,83.66245750630148,1.0435890871718376,309.35078673848074,51.975536418238846,0.1667864937666568
158,250825_mACmChPOLR2A_ARMC5,J21,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,30,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,0.5,1152,233.36034826846384,82.10304322172817,1.0241372592161742,382.1278216945728,124.7525713743309,0.40032379464962686
161,250825_mACmChPOLR2A_ARMC5,K04,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,24.0,1393,296.8953220270649,145.6380169803292,1.816660061492584,303.04693623137547,45.67168591113358,0.1465578016594927
162,250825_mACmChPOLR2A_ARMC5,K05,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,480,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,8.0,1071,299.1879777624216,147.93067271568594,1.8452581995030533,321.7015101525635,64.32625983232163,0.20641925170763623
163,250825_mACmChPOLR2A_ARMC5,K06,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,240,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,4.0,1526,281.13481040301576,129.8775053562801,1.6200665304232424,318.65210614690426,61.27685582666237,0.1966338904159453
164,250825_mACmChPOLR2A_ARMC5,K07,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,120,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,2.0,1788,271.52464030719,120.26733526045433,1.500191153380756,335.3707198833456,77.99546956310371,0.2502829560706409
165,250825_mACmChPOLR2A_ARMC5,K08,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,60,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,1.0,1283,274.635118479757,123.37781343302134,1.5389906480828168,402.74238308917523,145.36713276893335,0.4664747312725091
166,250825_mACmChPOLR2A_ARMC5,K09,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,30,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,0.5,2014,265.0133902584355,113.75608521169983,1.4189710972496592,551.0879599517855,293.7127096315436,0.9425071175784746
167,250825_mACmChPOLR2A_ARMC5,K10,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,24.0,1579,290.28285581308336,139.0255507663477,1.7341774547668156,296.63398486626585,39.25873454602396,0.12597901120169194
168,250825_mACmChPOLR2A_ARMC5,K11,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,480,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,8.0,1866,282.3944013557959,131.1370963090602,1.6357784209390416,310.13728707966783,52.76203675942594,0.1693103279258141
169,250825_mACmChPOLR2A_ARMC5,K12,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,240,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,4.0,1606,277.3883024060647,126.13099735932906,1.5733333244290768,317.94532820494175,60.570077884699856,0.1943658808303785
170,250825_mACmChPOLR2A_ARMC5,K13,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,120,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,2.0,1825,272.07905189888106,120.8217468521454,1.5071067748451001,332.6450366439427,75.26978632370083,0.24153639601668783
171,250825_mACmChPOLR2A_ARMC5,K14,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,60,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,1.0,1901,269.8005365403946,118.54323149365894,1.4786850211225204,392.66069063250137,135.28544031225948,0.43412316259312683
172,250825_mACmChPOLR2A_ARMC5,K15,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,30,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,0.5,1639,277.85912238530284,126.60181733856717,1.5792062405135507,582.6899727959645,325.31472247572265,1.043916151163742
173,250825_mACmChPOLR2A_ARMC5,K16,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,24.0,1683,288.2175010791445,136.96019603240882,1.7084146248700849,294.106430016779,36.73117969653708,0.11786823370520623
174,250825_mACmChPOLR2A_ARMC5,K17,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,480,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,8.0,2083,284.92830477648727,133.6709997297516,1.6673858352632234,308.8773400539382,51.50208973369632,0.16526723070672644
175,250825_mACmChPOLR2A_ARMC5,K18,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,240,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,4.0,1504,267.3404244567413,116.08311941000562,1.4479980654646998,307.2193626427906,49.84411232254871,0.159946876974839
176,250825_mACmChPOLR2A_ARMC5,K19,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,120,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,2.0,1305,271.30790613697155,120.05060109023589,1.4974876538470472,332.9182195010822,75.54296918084032,0.2424130240236181
177,250825_mACmChPOLR2A_ARMC5,K20,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,60,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,1.0,1395,268.43345916578994,117.17615411905427,1.4616323660609656,399.17039805898963,141.79514773874774,0.4550124376623448
178,250825_mACmChPOLR2A_ARMC5,K21,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,30,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,0.5,1445,265.20905971792257,113.9517546711869,1.4214118397128859,532.5930912505916,275.21784093034967,0.8831581523552055
20,250908_mACmChPOLR2A_ARMC5,D04,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,24.0,3396,306.37767054666926,157.9463744488793,2.091872878828954,297.9905293459287,50.99728285824088,0.18756734754808635
21,250908_mACmChPOLR2A_ARMC5,D05,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,480,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,8.0,3121,304.02582948412834,155.59453338633838,2.060724632778913,317.0875451852131,70.09429869752532,0.2578059251016265
22,250908_mACmChPOLR2A_ARMC5,D06,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,240,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,4.0,3817,289.389165955378,140.95786985758807,1.866873779416986,315.53192885414626,68.53868236645846,0.2520843883320739
23,250908_mACmChPOLR2A_ARMC5,D07,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,120,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,2.0,2516,289.93147367385455,141.5001775760646,1.8740562096071,340.2423041944437,93.2490577067559,0.3429688296145817
24,250908_mACmChPOLR2A_ARMC5,D08,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,60,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,1.0,2415,291.4654535393354,143.03415744154543,1.8943725409471879,433.7222330767366,186.7289865890488,0.6867868004302966
25,250908_mACmChPOLR2A_ARMC5,D09,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,30,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,0.5,2786,283.64451480401726,135.2132187062273,1.7907904885925137,589.2552149376378,342.26196844995,1.2588350984736834
26,250908_mACmChPOLR2A_ARMC5,D10,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,24.0,2964,302.1108016200253,153.67950552223536,2.035361626726403,295.7739800062939,48.78073351860613,0.17941490771123395
27,250908_mACmChPOLR2A_ARMC5,D11,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,480,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,8.0,2456,303.5159876140997,155.08469151630973,2.0539721866773433,309.6577066252773,62.66446013758949,0.23047907485998737
28,250908_mACmChPOLR2A_ARMC5,D12,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,240,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,4.0,2012,298.1426608700533,149.71136477226335,1.9828067894076837,315.87341116281135,68.88016467512355,0.2533403558519309
29,250908_mACmChPOLR2A_ARMC5,D13,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,120,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,2.0,2672,284.7138398571581,136.28254375936817,1.8049528401192445,331.8605364761385,84.86728998845072,0.31214079622588464
30,250908_mACmChPOLR2A_ARMC5,D14,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,60,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,1.0,3161,281.0307265497848,132.59943045199483,1.7561729623649631,404.3991925172659,157.40594602957808,0.5789370360600348
31,250908_mACmChPOLR2A_ARMC5,D15,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,30,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,0.5,3170,284.7804287585085,136.34913266071854,1.8058347566383917,554.638650503195,307.6454040155072,1.1315158216752599
32,250908_mACmChPOLR2A_ARMC5,D16,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,24.0,3133,297.6831589439392,149.25186284614924,1.9767210554339743,287.8760935381457,40.88284705045791,0.15036658330963104
33,250908_mACmChPOLR2A_ARMC5,D17,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,480,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,8.0,3097,296.3630487126913,147.93175261490134,1.9592372556351643,298.05584767943407,51.06260119174627,0.18780758753490923
34,250908_mACmChPOLR2A_ARMC5,D18,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,240,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,4.0,2879,281.6301732363538,133.19887713856386,1.764112152297705,302.8180368211982,55.82479033351038,0.20532285767833905
35,250908_mACmChPOLR2A_ARMC5,D19,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,120,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,2.0,2507,285.3345437854823,136.90324768769236,1.8131735651468026,327.5343396434725,80.5410931557847,0.29622910016298404
36,250908_mACmChPOLR2A_ARMC5,D20,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,60,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,1.0,2659,275.2755515296808,126.84425543189084,1.6799502913509732,393.78580519576116,146.79255870807336,0.5399011345997781
37,250908_mACmChPOLR2A_ARMC5,D21,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,30,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,0.5,2416,280.88805822056196,132.456762122772,1.754283434924967,532.6885730780872,285.6953265903994,1.0507837204661208
40,250908_mACmChPOLR2A_ARMC5,E04,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,24.0,2651,260.9863870958387,112.55509099804877,1.4907017844157535,275.5761044138482,28.582857926160415,0.10512738220693973
41,250908_mACmChPOLR2A_ARMC5,E05,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,480,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,8.0,2438,268.01050945011116,119.5792133523212,1.583730643746959,284.47082765524317,37.47758116755537,0.13784205938298405
42,250908_mACmChPOLR2A_ARMC5,E06,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,240,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,4.0,2303,254.47208143317286,106.0407853353829,1.4044250377181386,289.09308924368094,42.09984275599314,0.15484267779292304
43,250908_mACmChPOLR2A_ARMC5,E07,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,120,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,2.0,2794,245.19386315519682,96.76256705740687,1.281542488199188,292.69447688026094,45.70123039257314,0.16808853499601176
44,250908_mACmChPOLR2A_ARMC5,E08,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,60,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,1.0,2672,237.15994001943895,88.728643921649,1.1751396285138727,337.2654773425599,90.2722308548721,0.3320200989092646
45,250908_mACmChPOLR2A_ARMC5,E09,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,30,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,0.5,2775,230.2155500852652,81.78425398747524,1.0831667610517417,375.92300695986506,128.92976047217726,0.474201993447354
46,250908_mACmChPOLR2A_ARMC5,E10,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,24.0,3152,256.0905009996728,107.65920490188287,1.4258597050825557,276.68856604376066,29.69531955607286,0.10921900171050668
47,250908_mACmChPOLR2A_ARMC5,E11,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,480,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,8.0,2942,255.41234393204778,106.98104783425782,1.4168780593670336,278.80692515584616,31.81367866815836,0.11701029915889591
48,250908_mACmChPOLR2A_ARMC5,E12,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,240,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,4.0,2484,252.18959401932167,103.75829792153172,1.3741953250453156,286.3822958651141,39.38904937742629,0.14487241476573245
49,250908_mACmChPOLR2A_ARMC5,E13,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,120,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,2.0,2881,240.9540828236504,92.52278672586044,1.2253900027831648,288.43991259537904,41.44666610769124,0.15244030251848156
50,250908_mACmChPOLR2A_ARMC5,E14,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,60,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,1.0,2968,234.82357065315136,86.39227455536141,1.1441962926549947,320.37707468647335,73.38382819878555,0.2699047721117247
51,250908_mACmChPOLR2A_ARMC5,E15,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,30,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,0.5,2731,236.25273772029135,87.8214416225014,1.1631244626588795,385.225649315382,138.2324028276942,0.5084169918554667
