,EXPERIMENT,WELL,CELL,EU,DRUG,DRUG TIME MINUTES,PRIMARY,SECONDARY,TIME_IN_AUXIN_HRS,TotalNumberCells,RFP_Intensity,GFP_Intensity,RFP_Intensity_BGS,GFP_Intensity_BGS,RFP_Intensity_FC,GFP_Intensity_FC
173,241026_mACmChPOLR2A_ActivePolII,K16,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,60,No primary,No secondary,0.0,1143,223.9414171072812,267.6985474677738,46.7209633466303,80.62609724750573,0.6431297156397974,0.4158728916034249
174,241026_mACmChPOLR2A_ActivePolII,K17,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,60,No primary,No secondary,1.0,1117,221.1050958059817,200.6694549430223,43.88464204533079,13.597004722754235,0.6040868025381475,0.07013393757406709
175,241026_mACmChPOLR2A_ActivePolII,K18,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,60,No primary,No secondary,0.0,1489,216.09363869825088,260.2564831321681,38.87318493759997,73.18403291190006,0.5351024162205136,0.37748640235979736
176,241026_mACmChPOLR2A_ActivePolII,K19,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,60,No primary,No secondary,1.0,930,229.1054899009521,199.79928418538788,51.885036140301196,12.726833965119823,0.7142149080125765,0.06564555922610778
177,241026_mACmChPOLR2A_ActivePolII,K20,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,60,No primary,No secondary,0.0,886,225.61291929983338,267.32549851961517,48.39246553918247,80.25304829934711,0.6661385034041213,0.4139486890179508
178,241026_mACmChPOLR2A_ActivePolII,K21,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,60,No primary,No secondary,1.0,875,230.70927902700993,203.11343204870292,53.488825266359015,16.040981828434866,0.7362916027274374,0.08274007703325338
181,241026_mACmChPOLR2A_ActivePolII,L04,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,Vehicle,90,Total Pol II F12,Goat anti-mouse Alexa647,0.0,1093,213.72166107549745,264.5725952557169,36.50120731484654,77.50014503544887,0.5024513494454659,0.3997490950930782
182,241026_mACmChPOLR2A_ActivePolII,L05,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,10 µM 5PhIAA,90,Total Pol II F12,Goat anti-mouse Alexa647,1.5,1199,222.8590750996029,201.68419979523085,45.63862133895199,14.6117495749628,0.6282309152349602,0.07536803534556404
183,241026_mACmChPOLR2A_ActivePolII,L06,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,Vehicle,90,Total Pol II F12,Goat anti-mouse Alexa647,0.0,1020,221.79973954279285,273.8335535987278,44.57928578214194,86.76110337845975,0.6136488063352833,0.44751751817951185
184,241026_mACmChPOLR2A_ActivePolII,L07,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,10 µM 5PhIAA,90,Total Pol II F12,Goat anti-mouse Alexa647,1.5,1338,220.77276114053944,198.6981289750923,43.55230737988853,11.625678754824236,0.5995121045102537,0.0599657530957922
185,241026_mACmChPOLR2A_ActivePolII,L08,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,Vehicle,90,pSer2 3E10,Goat anti-rat Alexa647,0.0,1444,213.78730906251954,265.41284347350694,36.56685530186863,78.34039325323889,0.5033550159840303,0.4040831316882548
186,241026_mACmChPOLR2A_ActivePolII,L09,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,10 µM 5PhIAA,90,pSer2 3E10,Goat anti-rat Alexa647,1.5,1299,217.283219963025,197.09086245624965,40.06276620237409,10.0184122359816,0.5514774009328052,0.05167540297855226
187,241026_mACmChPOLR2A_ActivePolII,L10,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,Vehicle,90,pSer2 3E10,Goat anti-rat Alexa647,0.0,1073,221.62078393658365,271.7010130971071,44.40033017593274,84.62856287683903,0.6111854224517023,0.4365177821740851
188,241026_mACmChPOLR2A_ActivePolII,L11,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,10 µM 5PhIAA,90,pSer2 3E10,Goat anti-rat Alexa647,1.5,1040,228.25267722987545,200.20908895620443,51.03222346922453,13.136638735936373,0.7024756558363239,0.06775934993222595
191,241026_mACmChPOLR2A_ActivePolII,L14,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,90,No primary,No secondary,0.0,1535,223.49746730545965,270.5700670404782,46.27701354480874,83.49761682021014,0.6370185978598504,0.43068431357180453
192,241026_mACmChPOLR2A_ActivePolII,L15,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,90,No primary,No secondary,1.5,1236,228.54992406860424,198.94993511151674,51.32947030795333,11.877484891248685,0.7065673581723432,0.061264580022225894
193,241026_mACmChPOLR2A_ActivePolII,L16,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,90,No primary,No secondary,0.0,834,212.45819951791546,247.58272290650123,35.23774575726455,60.51027268623318,0.4850593777470029,0.31211459977388445
194,241026_mACmChPOLR2A_ActivePolII,L17,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,90,No primary,No secondary,1.5,825,230.45768647194964,197.6527652559769,53.23723271129873,10.58031503570885,0.7328283469038676,0.054573721886452285
195,241026_mACmChPOLR2A_ActivePolII,L18,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,90,No primary,No secondary,0.0,1128,216.23870348273707,219.6695012558431,39.01824972208615,32.59705103557505,0.5370992815870038,0.16813699701095716
196,241026_mACmChPOLR2A_ActivePolII,L19,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,90,No primary,No secondary,1.5,1179,226.31675604575065,196.01426927196735,49.09630228509974,8.941819051699298,0.6758270520519792,0.04612228883917389
197,241026_mACmChPOLR2A_ActivePolII,L20,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,90,No primary,No secondary,0.0,766,219.47771211123435,258.6323820410737,42.25725835058344,71.55993182080564,0.581685320679251,0.3691092187918477
198,241026_mACmChPOLR2A_ActivePolII,L21,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,90,No primary,No secondary,1.5,819,224.21562972771224,194.695747433576,46.99517596706133,7.62329721330795,0.646904344242685,0.03932129625372369
201,241026_mACmChPOLR2A_ActivePolII,M04,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,Vehicle,120,Total Pol II F12,Goat anti-mouse Alexa647,0.0,1097,218.6776348643252,270.3994561344027,41.45718110367429,83.32700591413467,0.5706719892871519,0.42980429515009083
202,241026_mACmChPOLR2A_ActivePolII,M05,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,10 µM 5PhIAA,120,Total Pol II F12,Goat anti-mouse Alexa647,2.0,998,222.55681933734616,197.25279408288097,45.33636557669524,10.180343862612915,0.6240702633881978,0.05251065330206082
203,241026_mACmChPOLR2A_ActivePolII,M06,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,Vehicle,120,Total Pol II F12,Goat anti-mouse Alexa647,0.0,1123,215.54578197516216,264.09765109868385,38.325328214511245,77.0252008784158,0.5275609848523862,0.3972993126196793
204,241026_mACmChPOLR2A_ActivePolII,M07,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,10 µM 5PhIAA,120,Total Pol II F12,Goat anti-mouse Alexa647,2.0,1026,220.11817142409313,194.3438274053161,42.89771766344222,7.271377185048038,0.5905014577246666,0.03750607754958213
205,241026_mACmChPOLR2A_ActivePolII,M08,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,Vehicle,120,pSer2 3E10,Goat anti-rat Alexa647,0.0,1357,217.76416299083422,265.36102373704864,40.54370923018331,78.28857351678059,0.5580977428640936,0.40381584324966296
206,241026_mACmChPOLR2A_ActivePolII,M09,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,10 µM 5PhIAA,120,pSer2 3E10,Goat anti-rat Alexa647,2.0,1170,225.10749051403985,196.02800909095652,47.88703675338894,8.955558870688463,0.6591811068095367,0.04619315941890183
207,241026_mACmChPOLR2A_ActivePolII,M10,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,Vehicle,120,pSer2 3E10,Goat anti-rat Alexa647,0.0,934,221.84950308520968,269.0368673751496,44.629049324558764,81.96441715488155,0.614333818171326,0.4227760034837166
208,241026_mACmChPOLR2A_ActivePolII,M11,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,10 µM 5PhIAA,120,pSer2 3E10,Goat anti-rat Alexa647,2.0,1125,229.2236222151541,197.54122338924418,52.0031684545032,10.468773168976128,0.7158410389011229,0.05399838412068419
211,241026_mACmChPOLR2A_ActivePolII,M14,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,120,No primary,No secondary,0.0,752,223.2460839683332,264.8711828570425,46.0256302076823,77.79873263677447,0.6335582219912442,0.4012892228358241
212,241026_mACmChPOLR2A_ActivePolII,M15,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,120,No primary,No secondary,2.0,1218,230.24863280511403,195.3175867382851,53.028179044463116,8.245136518017034,0.7299506531305617,0.04252877024279898
213,241026_mACmChPOLR2A_ActivePolII,M16,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,120,No primary,No secondary,0.0,984,226.1358499588087,267.9327707240597,48.915396198157794,80.86032050379166,0.6733368191475485,0.41708102527475194
214,241026_mACmChPOLR2A_ActivePolII,M17,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,120,No primary,No secondary,2.0,768,227.79727612370914,191.8761555619836,50.57682236305823,4.803705341715556,0.6962069070149897,0.024777719610282502
215,241026_mACmChPOLR2A_ActivePolII,M18,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,120,No primary,No secondary,0.0,989,219.11084205649811,258.10472493598223,41.8903882958472,71.03227471571418,0.5766352314456716,0.36638754065584855
216,241026_mACmChPOLR2A_ActivePolII,M19,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,120,No primary,No secondary,2.0,645,231.88936173674523,193.0093893158912,54.66890797609432,5.93693909562316,0.7525358366468616,0.030622988253925537
217,241026_mACmChPOLR2A_ActivePolII,M20,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,120,No primary,No secondary,0.0,1058,222.71393303812053,263.7731355328051,45.49347927746962,76.70068531253705,0.6262329861247236,0.3956254473160168
218,241026_mACmChPOLR2A_ActivePolII,M21,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,120,No primary,No secondary,2.0,780,228.87637709868852,191.8419951874597,51.65592333803761,4.769544967191649,0.7110610935187269,0.024601518923203447
60,241029_mACmChPOLR2A_ActivePolII,F04,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,10 µM 5PhIAA,120,Total Pol II F12,Goat anti-mouse Alexa647,2.0,1522,321.83472021211765,270.5632344051194,132.24211191831097,26.020627081465562,0.6026308715336586,0.04490585731446889
61,241029_mACmChPOLR2A_ActivePolII,F05,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,Vehicle,120,Total Pol II F12,Goat anti-mouse Alexa647,0.0,956,321.4700283905107,504.1350999112209,131.87742009670404,259.5924925875671,0.6009689610642316,0.4479993274392694
62,241029_mACmChPOLR2A_ActivePolII,F06,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,10 µM 5PhIAA,120,Total Pol II F12,Goat anti-mouse Alexa647,2.0,1221,325.2933864391619,270.6715452325284,135.70077814535523,26.128937908874576,0.6183921068354302,0.04509277788890446
63,241029_mACmChPOLR2A_ActivePolII,F07,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,Vehicle,120,Total Pol II F12,Goat anti-mouse Alexa647,0.0,1279,313.0751015141895,492.01716684688176,123.48249322038282,247.47455952322795,0.5627130528172136,0.42708645045787236
64,241029_mACmChPOLR2A_ActivePolII,F08,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,10 µM 5PhIAA,120,pSer2 3E10,Goat anti-rat Alexa647,2.0,879,332.2254106576875,273.68925590934526,142.63280236388084,29.14664858569145,0.6499815282058559,0.05030068024441739
65,241029_mACmChPOLR2A_ActivePolII,F09,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,Vehicle,120,pSer2 3E10,Goat anti-rat Alexa647,0.0,1029,322.9066578556106,504.78525974157026,133.31404956180393,260.2426524179165,0.6075157202929323,0.4491213597593154
66,241029_mACmChPOLR2A_ActivePolII,F10,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,10 µM 5PhIAA,120,pSer2 3E10,Goat anti-rat Alexa647,2.0,1085,338.83874267753083,279.50860495445227,149.24613438372415,34.965997630798455,0.6801186606294631,0.060343591856982084
67,241029_mACmChPOLR2A_ActivePolII,F11,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,Vehicle,120,pSer2 3E10,Goat anti-rat Alexa647,0.0,1572,319.0734678643896,498.3245429830887,129.48085957058294,253.78193565943488,0.5900477700942048,0.437971589079414
70,241029_mACmChPOLR2A_ActivePolII,F14,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,120,No primary,No secondary,2.0,1367,340.5249379876054,274.96916339118616,150.93232969379875,30.426556067532346,0.6878026981463014,0.052509517970553816
71,241029_mACmChPOLR2A_ActivePolII,F15,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,120,No primary,No secondary,0.0,1298,329.23176160770976,511.6516092912345,139.63915331390308,267.10900196758064,0.6363393887248378,0.46097116307816455
72,241029_mACmChPOLR2A_ActivePolII,F16,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,120,No primary,No secondary,2.0,1494,329.0906756150106,269.2607503161155,139.4980673212039,24.71814299246168,0.6356964560500026,0.042658057349000876
73,241029_mACmChPOLR2A_ActivePolII,F17,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,120,No primary,No secondary,0.0,1227,319.32841212733786,492.911500233064,129.73580383353118,248.36889290941016,0.5912095579781423,0.4286298724248268
74,241029_mACmChPOLR2A_ActivePolII,F18,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,120,No primary,No secondary,2.0,1060,342.35275944514154,274.2270993467078,152.76015115133487,29.68449202305399,0.6961321298377987,0.05122887926821913
75,241029_mACmChPOLR2A_ActivePolII,F19,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,120,No primary,No secondary,0.0,713,327.2756646180851,507.0953862573032,137.68305632427843,262.5527789336494,0.6274254019730983,0.45310812807850653
76,241029_mACmChPOLR2A_ActivePolII,F20,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,120,No primary,No secondary,2.0,829,342.5966781308186,278.2578093649186,153.0040698370119,33.7152020412648,0.6972436738686721,0.05818499482942722
77,241029_mACmChPOLR2A_ActivePolII,F21,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,120,No primary,No secondary,0.0,685,322.36109154080975,498.3104641415014,132.76848324700308,253.76785681784762,0.6050295598785332,0.4379472921072661
80,241029_mACmChPOLR2A_ActivePolII,G04,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,10 µM 5PhIAA,90,Total Pol II F12,Goat anti-mouse Alexa647,1.5,1115,326.18344583807817,285.7000020101517,136.5908375442715,41.157394686497895,0.6224481315276021,0.07102857619229436
81,241029_mACmChPOLR2A_ActivePolII,G05,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,Vehicle,90,Total Pol II F12,Goat anti-mouse Alexa647,0.0,1193,322.6450461748156,510.4919821306268,133.05243788100893,265.94937480697297,0.6063235488059988,0.45896990263009013
82,241029_mACmChPOLR2A_ActivePolII,G07,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,Vehicle,90,Total Pol II F12,Goat anti-mouse Alexa647,0.0,1386,320.952669924298,513.6828402002186,131.36006163049132,269.1402328765648,0.5986113445768173,0.46447661915675975
83,241029_mACmChPOLR2A_ActivePolII,G08,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,10 µM 5PhIAA,90,pSer2 3E10,Goat anti-rat Alexa647,1.5,1225,328.9491621899394,281.64201210261336,139.3565538961327,37.09940477895955,0.6350515755543171,0.06402538156516441
84,241029_mACmChPOLR2A_ActivePolII,G09,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,Vehicle,90,pSer2 3E10,Goat anti-rat Alexa647,0.0,1260,326.1460929013969,523.3240954555292,136.55348460759024,278.78148813187545,0.622277913187468,0.4811152970591744
85,241029_mACmChPOLR2A_ActivePolII,G10,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,10 µM 5PhIAA,90,pSer2 3E10,Goat anti-rat Alexa647,1.5,1314,328.37604559408487,276.87756150068213,138.7834373002782,32.33495417702832,0.6324398677659271,0.05580299175717409
86,241029_mACmChPOLR2A_ActivePolII,G11,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,Vehicle,90,pSer2 3E10,Goat anti-rat Alexa647,0.0,1584,319.9226863291306,502.14081858016516,130.33007803532394,257.5982112565114,0.5939176815475661,0.44455763817417526
89,241029_mACmChPOLR2A_ActivePolII,G14,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,90,No primary,No secondary,1.5,1766,330.4178968267557,281.55093479879594,140.825288532949,37.008327475142124,0.6417446389166372,0.06386820224750203
90,241029_mACmChPOLR2A_ActivePolII,G15,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,90,No primary,No secondary,0.0,1750,324.65991512421766,504.2119733471479,135.06730683041098,259.66936602349404,0.6155053609639469,0.4481319940169887
91,241029_mACmChPOLR2A_ActivePolII,G16,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,90,No primary,No secondary,1.5,1584,328.9729701507742,278.71912023247944,139.3803618569675,34.17651290882563,0.6351600690741135,0.05898111553518284
92,241029_mACmChPOLR2A_ActivePolII,G17,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,90,No primary,No secondary,0.0,1432,314.9491425595217,483.82383896192664,125.35653426571503,239.28123163827283,0.5712531084171727,0.4129465755124861
93,241029_mACmChPOLR2A_ActivePolII,G18,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,90,No primary,No secondary,1.5,1198,333.9926986132142,279.23749972417886,144.40009031940752,34.69489240052505,0.6580351070956718,0.05987572408616516
94,241029_mACmChPOLR2A_ActivePolII,G19,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,90,No primary,No secondary,0.0,585,325.7137738309372,504.5010755589593,136.12116553713054,259.95846823530553,0.6203078235206251,0.44863092060443255
95,241029_mACmChPOLR2A_ActivePolII,G20,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,90,No primary,No secondary,1.5,794,332.9794614571562,283.064621836498,143.38685316334954,38.52201451284421,0.653417758041214,0.06648049187146071
96,241029_mACmChPOLR2A_ActivePolII,G21,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,90,No primary,No secondary,0.0,909,327.97608818351716,501.84660019306494,138.3834798897105,257.3039928694111,0.6306172510562389,0.44404988219777036
99,241029_mACmChPOLR2A_ActivePolII,H04,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,10 µM 5PhIAA,60,Total Pol II F12,Goat anti-mouse Alexa647,1.0,1055,329.06538189977874,306.63739910820505,139.47277360597207,62.094791784551234,0.6355811919073375,0.10716190086882643
100,241029_mACmChPOLR2A_ActivePolII,H05,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,Vehicle,60,Total Pol II F12,Goat anti-mouse Alexa647,0.0,1211,317.3426227316228,499.12951575264054,127.7500144378161,254.58690842898673,0.5821602621308309,0.439360794351768
101,241029_mACmChPOLR2A_ActivePolII,H06,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,10 µM 5PhIAA,60,Total Pol II F12,Goat anti-mouse Alexa647,1.0,1331,326.22346449859435,303.47944797046046,136.63085620478768,58.936840646806644,0.6226304976431658,0.10171197444108732
102,241029_mACmChPOLR2A_ActivePolII,H07,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,Vehicle,60,Total Pol II F12,Goat anti-mouse Alexa647,0.0,1500,318.20799895152373,500.5308726182607,128.61539065771706,255.98826529460686,0.586103804910347,0.44177922689980653
103,241029_mACmChPOLR2A_ActivePolII,H08,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,10 µM 5PhIAA,60,pSer2 3E10,Goat anti-rat Alexa647,1.0,1472,325.4282290586969,299.27147601146623,135.83562076489022,54.72886868781242,0.6190065882903275,0.09444994390730059
104,241029_mACmChPOLR2A_ActivePolII,H09,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,Vehicle,60,pSer2 3E10,Goat anti-rat Alexa647,0.0,1236,319.6257610890853,512.3799766837648,130.03315279527862,267.837369360111,0.5925645852184679,0.46222816438328596
105,241029_mACmChPOLR2A_ActivePolII,H10,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,10 µM 5PhIAA,60,pSer2 3E10,Goat anti-rat Alexa647,1.0,1552,326.5293981786938,299.2043620443079,136.9367898848871,54.6617547206541,0.624024645676613,0.09433412001790761
106,241029_mACmChPOLR2A_ActivePolII,H11,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,Vehicle,60,pSer2 3E10,Goat anti-rat Alexa647,0.0,2057,316.6317474794644,502.6559052641766,127.03913918565775,258.1132979405228,0.5789207844293214,0.4454465640660987
109,241029_mACmChPOLR2A_ActivePolII,H14,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,60,No primary,No secondary,1.0,1361,323.6570140338702,300.0707466908692,134.06440574006353,55.5281393672154,0.6109351136397702,0.0958293086310076
110,241029_mACmChPOLR2A_ActivePolII,H15,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,60,No primary,No secondary,0.0,1579,321.63290499996293,503.44438031755067,132.04029670615625,258.9017729938969,0.6017111941674602,0.44680729792281876
111,241029_mACmChPOLR2A_ActivePolII,H16,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,60,No primary,No secondary,1.0,1376,327.0702271508657,297.5014298814474,137.47761885705904,52.95882255779358,0.626489217892852,0.09139523509087583
112,241029_mACmChPOLR2A_ActivePolII,H17,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,60,No primary,No secondary,0.0,1394,366.5832819203709,513.6034952252951,176.99067362656422,269.0608879016413,0.8065512744290723,0.4643396872484172
113,241029_mACmChPOLR2A_ActivePolII,H18,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,60,No primary,No secondary,1.0,1044,322.9070722262582,295.67655298422545,133.31446393245153,51.13394566057164,0.607517608591152,0.08824590047620429
114,241029_mACmChPOLR2A_ActivePolII,H19,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,60,No primary,No secondary,0.0,1164,323.428339750714,504.6419356873175,133.8357314569073,260.09932836366374,0.6098930387624353,0.44887401408582894
115,241029_mACmChPOLR2A_ActivePolII,H20,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,60,No primary,No secondary,1.0,961,333.6218660604943,303.2989465975792,144.02925776668764,58.75633927392536,0.6563452131489033,0.10140046892393373
116,241029_mACmChPOLR2A_ActivePolII,H21,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,60,No primary,No secondary,0.0,819,316.4396087002463,488.92575729219925,126.84700040643963,244.38314996854544,0.5780452028290581,0.4217513601109513
119,241029_mACmChPOLR2A_ActivePolII,I04,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,10 µM 5PhIAA,30,Total Pol II F12,Goat anti-mouse Alexa647,0.5,1217,335.013551910191,369.2150599179889,145.4209436163843,124.67245259433511,0.6626871631097587,0.21515712706377918
120,241029_mACmChPOLR2A_ActivePolII,I05,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,Vehicle,30,Total Pol II F12,Goat anti-mouse Alexa647,0.0,1155,321.13767891407474,511.1958169190241,131.54507062026806,266.6532095953703,0.5994544355342545,0.4601845660769693
121,241029_mACmChPOLR2A_ActivePolII,I06,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,10 µM 5PhIAA,30,Total Pol II F12,Goat anti-mouse Alexa647,0.5,1169,320.30288318745846,362.0342350280468,130.71027489365179,117.49162770439298,0.5956502488876128,0.20276460873982163
122,241029_mACmChPOLR2A_ActivePolII,I07,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,Vehicle,30,Total Pol II F12,Goat anti-mouse Alexa647,0.0,1487,312.5806267086931,493.9428428211339,122.98801841488643,249.4002354974801,0.5604597177890207,0.4304097420243259
123,241029_mACmChPOLR2A_ActivePolII,I08,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,10 µM 5PhIAA,30,pSer2 3E10,Goat anti-rat Alexa647,0.5,1670,317.75369198296283,355.56925788028724,128.16108368915616,111.02665055663343,0.584033515798685,0.19160748556866702
124,241029_mACmChPOLR2A_ActivePolII,I09,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,Vehicle,30,pSer2 3E10,Goat anti-rat Alexa647,0.0,1538,321.7043497968019,515.530420019028,132.11174150299524,270.98781269537426,0.6020367700340361,0.46766513400157095
